Id,Group
1985693945165455,926692934070184
2019976985199333,cuartosyroomieszmg
203892155799475,1447650615560237
2053902898324108,926692934070184
2070287163484926,926692934070184
2079564719092154,101428536996053
2085581298484737,926692934070184
2086136185105741,1447650615560237
2091626891223169,6151546404957659
2096257090721865,1447650615560237
2124298844629839,926692934070184
2127006040997330,926692934070184
212872411653329,1447650615560237
2140852202940091,cuartosyroomieszmg
214934788001624,1447650615560237
2152883918408082,cuartosyroomieszmg
216025791574303,6151546404957659
2165690400434697,cuartosyroomieszmg
2183483561999248,926692934070184
2185845851756885,cuartosyroomieszmg
218686974400973,1447650615560237
2194254920956589,926692934070184
219904730540215,1447650615560237
2205123176518516,cuartosyroomieszmg
221433587377187,1447650615560237
2214486218754949,926692934070184
2231541183904366,926692934070184
2232275430498011,2982751505128088
2242975342748653,6151546404957659
224657133744747,1447650615560237
225116713493358,443342110118758
226836296863272,1447650615560237
227721373103532,443342110118758
2283521418500773,926692934070184
228715036671952,1447650615560237
2296000250750714,926692934070184
230364056803551,cuartosyroomieszmg
233125269507227,1447650615560237
233136589504740,1447650615560237
2334430380079872,cuartosyroomieszmg
234411463086486,926692934070184
241023055352642,1447650615560237
24382610771385329,1447650615560237
244172828383025,1447650615560237
244399338765690,cuartosyroomieszmg
246623138479079,101428536996053
24771277362516315,926692934070184
24898377323110180,1447650615560237
24983231774655284,529603630566325
250237404824704,1447650615560237
2503066646561678,1447650615560237
25243409908607090,cuartosyroomieszmg
252480564105040,1447650615560237
254281241070723,926692934070184
2547396535398680,443342110118758
2549819221831990,1447650615560237
2550963258441458,cuartosyroomieszmg
255278287636487,926692934070184
256898193973377,1447650615560237
257028240260564,1447650615560237
2588564714654192,6151546404957659
261980246975466,926692934070184
2633747750133007,1447650615560237
265512376035107,1447650615560237
266798726462673,1447650615560237
2688495757971737,101428536996053
271579042691457,cuartosyroomieszmg
271595939252133,6151546404957659
273208142529969,cuartosyroomieszmg
2747270598762904,529603630566325
274915325676286,6151546404957659
2752881531530616,1447650615560237
275866428942269,926692934070184
2788138041343704,cuartosyroomieszmg
280280875110358,926692934070184
282977964812589,926692934070184
283137687541441,1447650615560237
284347434635571,1447650615560237
285735367629262,529603630566325
286119617290338,1447650615560237
287945154319877,926692934070184
289414630527884,529603630566325
291414483846203,926692934070184
291416880634516,1447650615560237
294563036821221,529603630566325
295661060242006,101428536996053
296645196798148,6151546404957659
299154709877748,926692934070184
299867513144703,cuartosyroomieszmg
299946063137831,cuartosyroomieszmg
300074716264528,101428536996053
300291089108865,6151546404957659
300652046261467,cuartosyroomieszmg
302802209574145,2982751505128088
303682792005570,1447650615560237
303867172740936,101428536996053
304312849348039,926692934070184
306462265808183,101428536996053
306931532276754,cuartosyroomieszmg
3071406126323964,6151546404957659
3077136235914207,1447650615560237
3088681111268653,926692934070184
309263101693194,1447650615560237
311513088445947,cuartosyroomieszmg
311838594673451,1447650615560237
312397938541446,cuartosyroomieszmg
314194438362388,cuartosyroomieszmg
314256761376203,926692934070184
314753208164906,1447650615560237
315032578245942,926692934070184
315511621242231,926692934070184
317570397303511,1447650615560237
318242950604343,1447650615560237
318462147450769,1447650615560237
319710727454003,926692934070184
3212013119093646,1447650615560237
322499014179627,926692934070184
322686140830534,926692934070184
323016497466428,6151546404957659
324593130051078,1447650615560237
327715430328426,cuartosyroomieszmg
3288739684761957,926692934070184
331521636607401,101428536996053
331667206198178,1447650615560237
331748419454457,926692934070184
3325443684258407,cuartosyroomieszmg
332891705838847,926692934070184
334466759250185,cuartosyroomieszmg
334597479597035,926692934070184
3348393125461184,cuartosyroomieszmg
335476405815237,101428536996053
335931539495949,6151546404957659
336864442719982,926692934070184
3377696749199782,6151546404957659
339917209096910,cuartosyroomieszmg
3417637961790998,1447650615560237
344637001899794,1447650615560237
3482291368749281,529603630566325
349132311439297,1447650615560237
3531443310519793,6151546404957659
354206340405385,2982751505128088
355484953539212,2982751505128088
355496030529318,1447650615560237
355655910135626,926692934070184
3578348372479550,cuartosyroomieszmg
3596131667314769,6151546404957659
360137220333861,cuartosyroomieszmg
360799743628423,cuartosyroomieszmg
361282296630763,6151546404957659
3615033105376465,1447650615560237
363084526421834,1447650615560237
3639651959632597,cuartosyroomieszmg
3641935609356945,6151546404957659
3648074488797853,926692934070184
3663225890489744,cuartosyroomieszmg
366661116192082,926692934070184
366813029647309,cuartosyroomieszmg
367672312801191,926692934070184
367823248920511,1447650615560237
3691737607733093,cuartosyroomieszmg
3691961217728389,cuartosyroomieszmg
369918505848678,443342110118758
3699974383608884,cuartosyroomieszmg
370257772564433,926692934070184
3703126316631372,101428536996053
3705102663143754,926692934070184
371058405802251,926692934070184
3714344258822268,6151546404957659
371576549132382,926692934070184
3717495421827801,926692934070184
3719565721703050,1447650615560237
372492365540962,529603630566325
372869752221045,529603630566325
372905635550754,926692934070184
373557732240066,529603630566325
3735734483361192,cuartosyroomieszmg
3743612792548393,cuartosyroomieszmg
3745109195722314,cuartosyroomieszmg
3749037255373561,101428536996053
377030815105830,529603630566325
379425814828956,1447650615560237
3805994289725704,2982751505128088
381175678233032,101428536996053
381487764520018,1447650615560237
381609100963725,1447650615560237
381755408057825,6151546404957659
3818013851760237,cuartosyroomieszmg
3818993858334242,926692934070184
381981971469184,926692934070184
382246498016147,6151546404957659
383002447819336,529603630566325
383438584441703,926692934070184
383639381219856,926692934070184
386135474127605,926692934070184
386456487520889,926692934070184
386548707477700,926692934070184
388167550644840,926692934070184
388902037347907,101428536996053
389390000705413,926692934070184
389568650354119,1447650615560237
389999793960064,cuartosyroomieszmg
390025547237407,cuartosyroomieszmg
390357943810308,926692934070184
391205097085290,926692934070184
392713156963568,cuartosyroomieszmg
392760313725942,926692934070184
393344546939737,cuartosyroomieszmg
393503353377133,926692934070184
393681133495224,926692934070184
394101100010584,926692934070184
394964060165772,cuartosyroomieszmg
395767843250932,cuartosyroomieszmg
396430123292747,926692934070184
396492436450178,926692934070184
397151626291391,926692934070184
397658356146644,1447650615560237
397759269737516,cuartosyroomieszmg
397883409768655,6151546404957659
398065209151041,cuartosyroomieszmg
398220166148263,926692934070184
398638829554616,926692934070184
398705119639264,cuartosyroomieszmg
398847109508996,926692934070184
399119883009143,cuartosyroomieszmg
400631702698060,926692934070184
400977962722496,926692934070184
401485555956600,926692934070184
402327695873771,6151546404957659
402859259059581,926692934070184
403166495634394,1447650615560237
403316105586297,1447650615560237
403389062336260,926692934070184
403876668937951,926692934070184
405054875724273,101428536996053
405911755495258,926692934070184
405922211984481,926692934070184
406026192177373,101428536996053
406401849007504,2982751505128088
406638095417187,926692934070184
407558302023644,2982751505128088
408981991770351,101428536996053
409696028480178,6151546404957659
410036631623377,926692934070184
410511268375598,6151546404957659
410646894881911,1447650615560237
410654125160059,cuartosyroomieszmg
410943775218322,cuartosyroomieszmg
411202261863251,cuartosyroomieszmg
412088564894790,cuartosyroomieszmg
412354104712208,926692934070184
412776491228998,1447650615560237
412799524952309,cuartosyroomieszmg
413051151517916,cuartosyroomieszmg
413190474553175,926692934070184
413737394449412,926692934070184
414494014686437,cuartosyroomieszmg
414894067924676,6151546404957659
416168987819743,cuartosyroomieszmg
417547437546990,cuartosyroomieszmg
417713714187657,6151546404957659
417828324190126,6151546404957659
418126124182854,1447650615560237
418356424224477,6151546404957659
418484047333439,926692934070184
418937244163741,2982751505128088
419257254058444,cuartosyroomieszmg
419558614130353,cuartosyroomieszmg
419560167345260,cuartosyroomieszmg
419640107308717,926692934070184
419881330597244,926692934070184
420241747372821,cuartosyroomieszmg
420328644083912,cuartosyroomieszmg
421870487177293,6151546404957659
423938780287145,101428536996053
424773776764185,926692934070184
425123793445498,cuartosyroomieszmg
425205423435490,cuartosyroomieszmg
425209253437695,101428536996053
425605393580459,cuartosyroomieszmg
426341819781668,926692934070184
427671836383658,926692934070184
427677729628734,6151546404957659
428015643252907,cuartosyroomieszmg
428279183096546,926692934070184
428641912975039,926692934070184
429067482978346,6151546404957659
429384342922612,926692934070184
430197192881076,6151546404957659
430454642764038,926692934070184
431792419290423,926692934070184
432477652499999,926692934070184
435219935690636,926692934070184
436147435825351,2982751505128088
436740108733308,cuartosyroomieszmg
436856275483373,6151546404957659
437131215384754,101428536996053
437272432303622,529603630566325
440638661796801,cuartosyroomieszmg
441025535030990,6151546404957659
441268908478978,cuartosyroomieszmg
442173555013647,cuartosyroomieszmg
442476138350519,2982751505128088
442526201792492,cuartosyroomieszmg
443236828158242,2982751505128088
443692718320165,2982751505128088
444698951379723,cuartosyroomieszmg
444714388219897,926692934070184
445595547893366,cuartosyroomieszmg
446597234603269,cuartosyroomieszmg
446909994584687,cuartosyroomieszmg
447500991161035,2982751505128088
447913211241948,6151546404957659
449907467558697,cuartosyroomieszmg
450364734135277,cuartosyroomieszmg
450607200772409,2982751505128088
450650907403927,cuartosyroomieszmg
452307540512118,cuartosyroomieszmg
452782947145696,cuartosyroomieszmg
453184943891946,cuartosyroomieszmg
453404043776820,cuartosyroomieszmg
453965507201138,926692934070184
458449719950969,6151546404957659
458454346844484,2982751505128088
461393806317615,cuartosyroomieszmg
465165202471189,1447650615560237
480374914646928,cuartosyroomieszmg
4930935157031038,1447650615560237
510397601232799,1447650615560237
556564873083968,1447650615560237
575905005102147,cuartosyroomieszmg
589493946526970,443342110118758
595204349463227,1447650615560237
602809515166442,1447650615560237
604518864986419,1447650615560237
612669707589332,1447650615560237
615040360749924,1447650615560237
6156771607781376,6151546404957659
622496116521465,1447650615560237
622860446543409,1447650615560237
622998526443945,1447650615560237
627724149289010,1447650615560237
638881701056468,1447650615560237
641899831491705,1447650615560237
643135691124956,1447650615560237
644112470530289,1447650615560237
6493359507423616,1447650615560237
650153282966545,cuartosyroomieszmg
651808997018935,926692934070184
652129290112799,1447650615560237
653904836869396,cuartosyroomieszmg
656324309407047,1447650615560237
661539479427064,cuartosyroomieszmg
6623903214381979,1447650615560237
6672380592864017,6151546404957659
670372638513269,101428536996053
670978721915890,1447650615560237
678007411198176,1447650615560237
681060710745814,101428536996053
681420800873517,926692934070184
685091453665033,cuartosyroomieszmg
686244770220867,cuartosyroomieszmg
689902883212581,1447650615560237
6926987777407660,cuartosyroomieszmg
695095486171193,926692934070184
7078824245578509,926692934070184
708698394789041,926692934070184
714405444026359,1447650615560237
715041047135169,1447650615560237
715164227433026,926692934070184
7168519703256954,cuartosyroomieszmg
717993413552135,926692934070184
718120067140001,926692934070184
719135390369924,926692934070184
719800883562675,2982751505128088
7202893533135801,926692934070184
722149083467404,926692934070184
7223096394445838,926692934070184
7262932650461853,529603630566325
7264891676924603,926692934070184
727924905749198,1447650615560237
728168335846296,926692934070184
730628888933900,6151546404957659
7308317412629229,cuartosyroomieszmg
7313242895425808,926692934070184
731408782435484,926692934070184
731692869126479,2982751505128088
7317803114932541,926692934070184
732672172035973,926692934070184
732768998548375,1447650615560237
733498495645253,101428536996053
735274815474608,101428536996053
737360794754127,443342110118758
737649461837785,cuartosyroomieszmg
738815218395967,926692934070184
7388991904469196,926692934070184
739609154922800,101428536996053
739660011634528,926692934070184
739918348277267,926692934070184
740141677950412,cuartosyroomieszmg
741387788098374,926692934070184
742056854364547,1447650615560237
742244391374231,926692934070184
742817448015040,6151546404957659
7428526637208687,926692934070184
744659994144646,1447650615560237
746773627563441,cuartosyroomieszmg
747309080191192,1447650615560237
747689964125470,926692934070184
748004867271019,529603630566325
7500285956704531,6151546404957659
750655516989945,1447650615560237
751813977131215,2982751505128088
751839270216488,529603630566325
752956810137216,926692934070184
7530501676986641,6151546404957659
755227009915406,926692934070184
7558651694193829,6151546404957659
7559569600778968,cuartosyroomieszmg
755976246599999,926692934070184
756476979906151,cuartosyroomieszmg
7564809553576370,101428536996053
758257286279311,926692934070184
759277609640719,6151546404957659
760013219139909,1447650615560237
763418519085938,926692934070184
763639032525733,cuartosyroomieszmg
763802142163604,cuartosyroomieszmg
766545495207866,529603630566325
7676153659103099,926692934070184
770462854746825,926692934070184
770932884986944,6151546404957659
7711809672165263,cuartosyroomieszmg
7712948548768167,cuartosyroomieszmg
771437638248561,926692934070184
7715048515220002,6151546404957659
771851927913875,926692934070184
772109711269183,1447650615560237
774288337802126,1447650615560237
7757995364219748,926692934070184
777278894312363,926692934070184
779208647481492,2982751505128088
779436454045507,1447650615560237
780484387509986,6151546404957659
781394123369798,926692934070184
782450273764622,1447650615560237
782738466578104,926692934070184
7829708423719537,926692934070184
783443530108531,101428536996053
783732223687602,cuartosyroomieszmg
783844056956029,926692934070184
784377010423069,2982751505128088
784463716475368,926692934070184
784762390253667,6151546404957659
785297783260806,101428536996053
786141126436039,926692934070184
789089755948985,1447650615560237
789300042714976,2982751505128088
789637942536401,1447650615560237
7903951976285566,926692934070184
790766192902754,926692934070184
790893038972851,1447650615560237
793531832303636,cuartosyroomieszmg
794237159272059,926692934070184
794481545480175,6151546404957659
794772812557052,6151546404957659
795116335837138,926692934070184
796121902425926,6151546404957659
796713518511307,6151546404957659
796983148148220,cuartosyroomieszmg
797360975638099,cuartosyroomieszmg
798245252211805,101428536996053
798531945009571,cuartosyroomieszmg
800026851538296,1447650615560237
801514288320455,1447650615560237
801565868112892,cuartosyroomieszmg
801576011845020,cuartosyroomieszmg
801918391635692,1447650615560237
802240261746898,926692934070184
802296921827403,cuartosyroomieszmg
802321311180198,1447650615560237
805427440912618,1447650615560237
805918674205325,cuartosyroomieszmg
805986428022048,926692934070184
806196448025358,cuartosyroomieszmg
806311521528998,926692934070184
807166087951663,cuartosyroomieszmg
808593764431583,926692934070184
809827357623982,926692934070184
812283950747172,101428536996053
8132546113426930,1447650615560237
814769000563836,6151546404957659
815818163696349,cuartosyroomieszmg
816483106826463,1447650615560237
817550406855643,2982751505128088
817560667070795,cuartosyroomieszmg
819387736667194,6151546404957659
821151508932846,1447650615560237
823104475512129,1447650615560237
824415972482580,1447650615560237
828434069107273,cuartosyroomieszmg
828959662408122,cuartosyroomieszmg
829122139053507,2982751505128088
833617641430165,cuartosyroomieszmg
833756714966724,1447650615560237
834641134223419,1447650615560237
835323311953698,cuartosyroomieszmg
837157901758092,926692934070184
837700798391093,926692934070184
838739621395407,cuartosyroomieszmg
847468967220417,cuartosyroomieszmg
847729097102362,1447650615560237
8510083199007974,926692934070184
851837890037976,101428536996053
853542333480491,cuartosyroomieszmg
863541002196422,529603630566325
863627188855869,926692934070184
863913252172220,926692934070184
866843461914058,6151546404957659
871015338130431,926692934070184
872548581341425,926692934070184
874769387503839,cuartosyroomieszmg
876686220877142,926692934070184
876924927433187,926692934070184
879717580580192,926692934070184
880887637033878,1447650615560237
885736653351000,926692934070184
886481966501357,cuartosyroomieszmg
888259043105932,cuartosyroomieszmg
889599639522724,cuartosyroomieszmg
890299686113678,1447650615560237
893812772478696,926692934070184
893973052085399,1447650615560237
897002168792988,926692934070184
900742185182302,926692934070184
903980174766410,1447650615560237
905911657522272,1447650615560237
910266400900423,cuartosyroomieszmg
911296557407132,926692934070184
911998714039785,cuartosyroomieszmg
913720103651103,1447650615560237
914557773686323,926692934070184
915312136988409,1447650615560237
920927766436452,926692934070184
921764663068096,926692934070184
923642882796165,cuartosyroomieszmg
924717042774226,cuartosyroomieszmg
925398219317300,926692934070184
926944859145340,926692934070184
927541725528834,926692934070184
928401402077691,2982751505128088
933165101369634,926692934070184
933839418216751,926692934070184
934135591216699,1447650615560237
934196028194934,6151546404957659
934651171546519,926692934070184
935266834592281,926692934070184
936837824161527,1447650615560237
937094444687580,926692934070184
937889411276354,926692934070184
938314381273196,926692934070184
938401124614348,926692934070184
938712730898381,1447650615560237
938854941298940,2982751505128088
938905134577554,6151546404957659
940628247120073,1447650615560237
941602427361166,926692934070184
941877547653148,926692934070184
942564876966938,926692934070184
942574227555897,cuartosyroomieszmg
942846294252012,cuartosyroomieszmg
943187500923324,cuartosyroomieszmg
943671567369373,926692934070184
943715973878444,cuartosyroomieszmg
943997903448518,1447650615560237
944028467446135,6151546404957659
944838080202925,529603630566325
945552027247736,926692934070184
945617803856788,926692934070184
945897707212003,cuartosyroomieszmg
946596690209156,cuartosyroomieszmg
947932380055385,926692934070184
948041503158078,926692934070184
948117599899840,6151546404957659
949385660115655,cuartosyroomieszmg
949902609787297,1447650615560237
950488460116144,926692934070184
951145136277103,101428536996053
951579263232912,926692934070184
951653693304642,926692934070184
951968659774874,926692934070184
952360086596334,6151546404957659
953212659361872,101428536996053
954330422852075,cuartosyroomieszmg
955362346026421,6151546404957659
955586946219973,cuartosyroomieszmg
955695672351763,1447650615560237
956561229181980,6151546404957659
956778899474622,529603630566325
960753345430410,926692934070184
960766188896903,1447650615560237
960979165335609,2982751505128088
961727695015256,1447650615560237
963625638522898,926692934070184
964141848624204,6151546404957659
964741058095289,cuartosyroomieszmg
965185258661687,101428536996053
966201728180835,926692934070184
966320671822363,6151546404957659
967133164864005,cuartosyroomieszmg
969595074515564,926692934070184
970030661142885,cuartosyroomieszmg
970310508024846,cuartosyroomieszmg
975376510258061,1447650615560237
976163643978805,101428536996053
976351724196639,cuartosyroomieszmg
981552430346062,6151546404957659
981725640051759,926692934070184
982385813218086,1447650615560237
985519032647179,1447650615560237
989094342646883,cuartosyroomieszmg
990887158619661,cuartosyroomieszmg
999936344555720,1447650615560237
